Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	UnLockInterval
[Ngoại trang] Dật Hiệp Bào	Khoác	1	1	25	11	2	\image\item\equip\armor\m_changpao_402_s.spr	\image\item\equip\armor\m_changpao_402.spr	20				1	50000			3	0	upgradeequip	1		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Thanh Sương Bào	Khoác	1	1	25	12	2	\image\item\equip\armor\m_changpao_404_s.spr	\image\item\equip\armor\m_changpao_404.spr	20				1	50000			3	0	upgradeequip	2		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Bích Hoa Bào	Khoác	1	1	25	13	2	\image\item\equip\armor\m_changpao_406_s.spr	\image\item\equip\armor\m_changpao_406.spr	20				1	50000			3	0	upgradeequip	5		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Toàn Long Bào	Khoác	1	1	25	14	2	\image\item\equip\armor\m_changpao_408_s.spr	\image\item\equip\armor\m_changpao_408.spr	20				1	50000			3	0	upgradeequip	4		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Hàn Sương Bào	Khoác	1	1	25	15	2	\image\item\equip\armor\m_changpao_410_s.spr	\image\item\equip\armor\m_changpao_410.spr	20				1	50000			3	0	upgradeequip	3		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Trường Không Y	Khoác	1	1	25	16	2	\image\item\equip\armor\ma_armor_silver_s.spr	\image\item\equip\armor\ma_armor_silver.spr	20				1	50000			3	0	upgradeequip	16		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Bạch Nhung Giáp	Khoác	1	1	25	17	2	\image\item\equip\armor\f_kai_602_s.spr	\image\item\equip\armor\f_kai_602.spr	21				1	50000			3	0	upgradeequip		11	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Minh Quang Giáp Y	Khoác	1	1	25	18	2	\image\item\equip\armor\f_kai_604_s.spr	\image\item\equip\armor\f_kai_604.spr	21				1	50000			3	0	upgradeequip		12	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Kim Tơ Giáp Y	Khoác	1	1	25	19	2	\image\item\equip\armor\f_kai_606_s.spr	\image\item\equip\armor\f_kai_606.spr	21				1	50000			3	0	upgradeequip		13	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Hàn Quang Nhạn Linh Giáp	Khoác	1	1	25	20	2	\image\item\equip\armor\f_kai_608_s.spr	\image\item\equip\armor\f_kai_608.spr	21				1	50000			3	0	upgradeequip		14	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Huyền Thiết Tuyết Ngân Giáp	Khoác	1	1	25	21	2	\image\item\equip\armor\f_kai_610_s.spr	\image\item\equip\armor\f_kai_610.spr	21				1	50000			3	0	upgradeequip		15	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Linh Vận Trang	Khoác	1	1	25	22	2	\image\item\equip\armor\f_jiayi_702_s.spr	\image\item\equip\armor\f_jiayi_702.spr	21				1	50000			3	0	upgradeequip		6	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Long Tiêu Trang	Khoác	1	1	25	23	2	\image\item\equip\armor\f_jiayi_704_s.spr	\image\item\equip\armor\f_jiayi_704.spr	21				1	50000			3	0	upgradeequip		7	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Linh Xà Trang	Khoác	1	1	25	24	2	\image\item\equip\armor\f_jiayi_706_s.spr	\image\item\equip\armor\f_jiayi_706.spr	21				1	50000			3	0	upgradeequip		8	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Vận Nghê Thường	Khoác	1	1	25	25	2	\image\item\equip\armor\f_jiayi_708_s.spr	\image\item\equip\armor\f_jiayi_708.spr	21				1	50000			3	0	upgradeequip		9	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Mê Hồn Thường	Khoác	1	1	25	26	2	\image\item\equip\armor\f_jiayi_710_s.spr	\image\item\equip\armor\f_jiayi_710.spr	21				1	50000			3	0	upgradeequip		10	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Khởi Lệ Sam	Khoác	1	1	25	27	2	\image\item\equip\armor\f_ruqun_802_s.spr	\image\item\equip\armor\f_ruqun_802.spr	21				1	50000			3	0	upgradeequip		3	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Tâm Ấn Sam	Khoác	1	1	25	28	2	\image\item\equip\armor\f_ruqun_804_s.spr	\image\item\equip\armor\f_ruqun_804.spr	21				1	50000			3	0	upgradeequip		2	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Nguyệt Hoa Sam	Khoác	1	1	25	29	2	\image\item\equip\armor\f_ruqun_806_s.spr	\image\item\equip\armor\f_ruqun_806.spr	21				1	50000			3	0	upgradeequip		4	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Quỳnh Ngọc Sam	Khoác	1	1	25	30	2	\image\item\equip\armor\f_ruqun_808_s.spr	\image\item\equip\armor\f_ruqun_808.spr	21				1	50000			3	0	upgradeequip		5	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Trầm Hương Sam	Khoác	1	1	25	31	2	\image\item\equip\armor\f_ruqun_810_s.spr	\image\item\equip\armor\f_ruqun_810.spr	21				1	50000			3	0	upgradeequip		1	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Thừa Ảnh Y	Khoác	1	1	25	32	2	\image\item\equip\armor\fm_armor_silver_s.spr	\image\item\equip\armor\fm_armor_silver.spr	21				1	50000			3	0	upgradeequip		16	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Càn Khôn Thất Tinh Khải	Khoác	1	1	25	33	2	\image\item\equip\armor\wz_ma_1_yi_s.spr	\image\item\equip\armor\wz_ma_1_yi.spr	21				1	50000			3	0	upgradeequip	31		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Như Ý Thanh Hồng Giáp	Khoác	1	1	25	34	2	\image\item\equip\armor\wz_ma_2_yi_s.spr	\image\item\equip\armor\wz_ma_2_yi.spr	21				1	50000			3	0	upgradeequip	32		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
