Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	UnLockInterval
[Ngoại trang] Tiêu Dao Cân	Nón	1	1	26	11	2	\image\item\equip\helm\m_bupi_402_s.spr	\image\item\equip\helm\m_bupi_402.spr	18				1	50000			3	0	upgradeequip	1		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Tiến Hiền Quán	Nón	1	1	26	12	2	\image\item\equip\helm\m_bupi_404_s.spr	\image\item\equip\helm\m_bupi_404.spr	18				1	50000			3	0	upgradeequip	2		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Lang Nha Quán	Nón	1	1	26	13	2	\image\item\equip\helm\m_bupi_406_s.spr	\image\item\equip\helm\m_bupi_406.spr	18				1	50000			3	0	upgradeequip	5		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Tử Kim Thúc Ngạch	Nón	1	1	26	14	2	\image\item\equip\helm\m_bupi_408_s.spr	\image\item\equip\helm\m_bupi_408.spr	18				1	50000			3	0	upgradeequip	4		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Thông Thiên Phát Quán	Nón	1	1	26	15	2	\image\item\equip\helm\m_bupi_410_s.spr	\image\item\equip\helm\m_bupi_410.spr	18				1	50000			3	0	upgradeequip	3		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Huyền Dương Khôi	Nón	1	1	26	16	2	\image\item\equip\helm\ma_helm_silver_s.spr	\image\item\equip\helm\ma_helm_silver.spr	18				1	50000			3	0	upgradeequip	16		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Lục Điệp Ngọc Đái	Nón	1	1	26	17	2	\image\item\equip\helm\f_kui_602_s.spr	\image\item\equip\helm\f_kui_602.spr	19				1	50000			3	0	upgradeequip		11	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Thiên Phong Trâm	Nón	1	1	26	18	2	\image\item\equip\helm\f_kui_604_s.spr	\image\item\equip\helm\f_kui_604.spr	19				1	50000			3	0	upgradeequip		12	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Vân Mộng Trâm	Nón	1	1	26	19	2	\image\item\equip\helm\f_kui_606_s.spr	\image\item\equip\helm\f_kui_606.spr	19				1	50000			3	0	upgradeequip		13	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Phượng Miên Khôi	Nón	1	1	26	20	2	\image\item\equip\helm\f_kui_608_s.spr	\image\item\equip\helm\f_kui_608.spr	19				1	50000			3	0	upgradeequip		14	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Song Phượng Triều Thiên Quan	Nón	1	1	26	21	2	\image\item\equip\helm\f_kui_610_s.spr	\image\item\equip\helm\f_kui_610.spr	19				1	50000			3	0	upgradeequip		15	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Lục Ngọc Phát Đái	Nón	1	1	26	22	2	\image\item\equip\helm\f_pige_702_s.spr	\image\item\equip\helm\f_pige_702.spr	19				1	50000			3	0	upgradeequip		6	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Bích Thủy Phát Đái	Nón	1	1	26	23	2	\image\item\equip\helm\f_pige_704_s.spr	\image\item\equip\helm\f_pige_704.spr	19				1	50000			3	0	upgradeequip		7	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Anh Vũ Phát Đái	Nón	1	1	26	24	2	\image\item\equip\helm\f_pige_706_s.spr	\image\item\equip\helm\f_pige_706.spr	19				1	50000			3	0	upgradeequip		8	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Điêu Bì Diện Tráo	Nón	1	1	26	25	2	\image\item\equip\helm\f_pige_708_s.spr	\image\item\equip\helm\f_pige_708.spr	19				1	50000			3	0	upgradeequip		9	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Huyền Tê Diện Tráo	Nón	1	1	26	26	2	\image\item\equip\helm\f_pige_710_s.spr	\image\item\equip\helm\f_pige_710.spr	19				1	50000			3	0	upgradeequip		10	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Ngân Linh Thoa	Nón	1	1	26	27	2	\image\item\equip\helm\f_bupi_802_s.spr	\image\item\equip\helm\f_bupi_802.spr	19				1	50000			3	0	upgradeequip		3	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Thanh Tinh Thoa	Nón	1	1	26	28	2	\image\item\equip\helm\f_bupi_804_s.spr	\image\item\equip\helm\f_bupi_804.spr	19				1	50000			3	0	upgradeequip		2	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Kim Phượng Thoa	Nón	1	1	26	29	2	\image\item\equip\helm\f_bupi_806_s.spr	\image\item\equip\helm\f_bupi_806.spr	19				1	50000			3	0	upgradeequip		4	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Minh Điệp Phát Kết	Nón	1	1	26	30	2	\image\item\equip\helm\f_bupi_808_s.spr	\image\item\equip\helm\f_bupi_808.spr	19				1	50000			3	0	upgradeequip		5	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Trường Sinh Phát Kết	Nón	1	1	26	31	2	\image\item\equip\helm\f_bupi_810_s.spr	\image\item\equip\helm\f_bupi_810.spr	19				1	50000			3	0	upgradeequip		1	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Kinh Vân Khôi	Nón	1	1	26	32	2	\image\item\equip\helm\fm_helm_gold_s.spr	\image\item\equip\helm\fm_helm_gold.spr	19				1	50000			3	0	upgradeequip		16	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Càn Khôn Thất Tinh Khôi	Nón	1	1	26	33	2	\image\item\equip\helm\wz_ma_1_mao_s.spr	\image\item\equip\helm\wz_ma_1_mao.spr	19				1	50000			3	0	upgradeequip	31		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Như Ý Thanh Hồng Cân	Nón	1	1	26	34	2	\image\item\equip\helm\wz_ma_3_mao_s.spr	\image\item\equip\helm\wz_ma_3_mao.spr	19				1	50000			3	0	upgradeequip	32		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Tử Kim Thánh Nữ Mão	Nón	1	1	26	35	2	\image\item\equip\helm\wz_fm_1_mao_s.spr	\image\item\equip\helm\wz_fm_1_mao.spr	19				1	50000			3	0	upgradeequip		31	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
