MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
79	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	龙虎幻境中部
80	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	燕子坞内部
81	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	九老洞三层
82	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	百花阵阵眼
83	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	湖畔竹林中部
84	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	原始森林中部
85	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	芦苇荡中部
86	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	太行古径
87	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	大散关
88	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	汉水古渡
89	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	寒山古刹
90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	浣花溪
91	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	洱海摩岩
92	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	采石矶
93	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	药王洞
94	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	居延泽
95	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	伏牛山
96	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	虎丘剑池
97	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	响水洞
98	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	点苍山
99	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	彭蠡古泽
100	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	风陵渡
101	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	沙漠迷宫
102	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	鸡冠洞
103	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	蜀冈山
104	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	剑阁蜀道
105	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	段氏皇陵
106	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	九嶷溪
107	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	龙门石窟
108	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	西夏皇陵
109	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	黄鹤楼
110	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	荐菊洞
111	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	剑门关
112	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	天龙寺
113	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	帮源秘洞
114	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	敕勒川
115	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	嘉峪关
116	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	华山
117	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	蜀冈秘境
118	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	丰都鬼城
119	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	苗岭
120	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	武夷山
121	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	武陵山
122	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	漠北草原
123	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	敦煌古城
124	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	活死人墓
125	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	大禹台
126	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	三峡栈道
127	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	蚩尤洞
128	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	锁云渊
129	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	伏流洞
130	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	蒙古王庭
131	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	月牙泉
132	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	阿房宫废墟
133	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	梁山泊
134	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	神女峰
135	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	夜郎旧墟
136	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	鼓浪屿
137	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	桃花源
138	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	云中镇_室内
139	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	龙门镇_室内
140	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	永乐镇_室内
141	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	稻香村_室内
142	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	江津村_室内
143	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	江津村_室内
144	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	龙泉村_室内
145	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	巴陵县_室内
146	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	少林派_室内
147	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	天忍教_室内
148	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	萨满教_室内
149	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	昆仑派_室内
150	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	西夏一品堂_室内
151	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	武当派_室内
152	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	丐帮_室内
153	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	峨嵋派_室内
154	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	翠烟门_室内
155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	唐门_室内
156	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	大理段氏_室内
157	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	五毒教_室内
158	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	长歌门_室内
159	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	天王帮_室内
160	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	汴京府_室内
161	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	凤翔府_室内
162	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	襄阳府_室内
163	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	扬州府_室内
164	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	成都府_室内
165	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	大理府_室内
166	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	临安府_室内
167	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	武林擂台(汴京)
168	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	武林擂台(凤翔)
169	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	武林擂台(襄阳)
170	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	武林擂台(扬州)
171	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	武林擂台(成都)
172	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	武林擂台(大理)
173	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	武林擂台(临安)
174	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	铁索栈桥(汴京)
175	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	铁索栈桥(凤翔)
176	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	铁索栈桥(襄阳)
177	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	铁索栈桥(扬州)
178	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	铁索栈桥(成都)
179	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	铁索栈桥(大理)
180	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	铁索栈桥(临安)
181	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	战场报名点_宋(扬州一)
182	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	战场报名点_宋(凤翔一)
183	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	战场报名点_宋(襄阳一)
184	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	战场报名点_金(扬州一)
185	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	战场报名点_金(凤翔一)
186	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	战场报名点_金(襄阳一)
187	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	九曲之战(扬州一)
188	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	九曲之战(凤翔一)
189	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	九曲之战(襄阳一)
190	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	五丈原之战(扬州一)
191	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	五丈原之战(凤翔一)
192	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	五丈原之战(襄阳一)
193	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	蟠龙谷之战(扬州一)
194	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	蟠龙谷之战(凤翔一)
195	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	蟠龙谷之战(襄阳一)
196	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	见性峰_室内
197	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	九老峰_室内
198	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	青螺岛_室内
199	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	龙虎幻境东部_室内
200	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	燕子坞外围_室内
201	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	湖畔竹林东部_室内
202	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	塔林西部_室内
203	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	金国皇陵二层_室内
204	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	百花阵内阵_室内
205	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	原始森林西部_室内
206	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	大散关_室内
207	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	汉水古渡_室内
208	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	浣花溪_室内
209	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	洱海摩岩_室内
210	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	居延泽_室内
211	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	伏牛山_室内
212	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	点苍山_室内
213	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	彭蠡古泽_室内
214	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	沙漠迷宫_室内
215	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	鸡冠洞_室内
216	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	剑阁蜀道_室内
217	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	九嶷溪_室内
218	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	龙门石窟_室内
219	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	西夏皇陵_室内
220	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	天龙寺_室内
221	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	帮源秘洞_室内
222	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	汴京府大牢
223	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	临安府大牢
224	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	明教
225	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂大殿(初级一)
226	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂一层_东(初级一)
227	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂一层_南(初级一)
228	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂一层_西(初级一)
229	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂一层_北(初级一)
230	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂二层_阴(初级一)
231	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂二层_阳(初级一)
232	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂三层(初级一)
233	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂大殿(高级)
234	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂一层_东(高级)
235	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂一层_南(高级)
236	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂一层_西(高级)
237	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂一层_北(高级)
238	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂二层_阴(高级)
239	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂二层_阳(高级)
240	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	白虎堂三层(高级)
241	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	门派竞技场(少林)
242	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	门派竞技场(天王)
243	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	门派竞技场(唐门)
244	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	门派竞技场(五毒)
245	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	门派竞技场(峨嵋)
246	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	门派竞技场(翠烟)
247	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	门派竞技场(丐帮)
248	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	门派竞技场(天忍)
249	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	门派竞技场(武当)
250	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	门派竞技场(昆仑)
