MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	Ghi chú
21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Trường Ca Môn
22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thiên Vương Bang
23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Biện Kinh Phủ
24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Phượng Tường Phủ
25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tương Dương Phủ
26	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Dương Châu Phủ
27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thành Đô Phủ
28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đại Lý Phủ
29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Lâm An Phủ
30	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Chiến Trường Cổ
31	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Quán Trọ Long Môn
32	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Quân Mã Trường
33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mai Hoa Lĩnh
34	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Trường Giang Hà Cốc
35	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thị trấn Bạch Tộc
36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Nhạn Đãng Long Thu
37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bờ Hồ Động Đình
38	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Trấn Đông Mộ Viên
39	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Kỳ Liên Sơn
40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đồng Quan
41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hoài Thủy Sa Châu
42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thục Nam Trúc Hải
43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Trà Mã Cổ Đạo
44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Phường Đúc Kiếm
45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Nhạc Dương Lâu
88	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hán Thủy Cổ Độ
132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tàn Tích Cung A Phòng
182	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Báo Danh Chiến Trường_Tống (Phượng Tường 1)
185	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Báo Danh Chiến Trường_Kim (Phượng Tường 1)
224	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Minh Giáo
233	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đại điện Bạch Hổ Đường (cao)
234	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bạch Hổ Đường 1_Đông (cao)
235	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bạch Hổ Đường 1_Nam (cao)
236	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bạch Hổ Đường 1_Tây (cao)
237	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bạch Hổ Đường 1_Bắc (cao)
238	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bạch Hổ Đường 2_Âm (cao)
239	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bạch Hổ Đường 2_Dương (cao)
240	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bạch Hổ Đường 3 (cao)
241	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Đấu trường môn phái (Thiếu Lâm)
255	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tẩy Tủy Đảo
256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tẩy Tủy Đảo Sơn Động
287	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thiên Quỳnh Cung (phó bản)
298	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
299	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
300	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
301	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
302	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
303	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
304	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
305	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
306	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
307	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
308	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
309	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
310	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
311	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
312	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
313	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
314	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
315	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
316	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
317	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
318	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
319	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
320	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
321	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
322	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
323	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
324	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
325	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
326	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
327	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
328	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
329	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
330	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
331	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
332	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
341	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Báo Danh Tiêu Dao Cốc 1
493	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hoàng Gia Tiên Cảnh
494	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hiệp Sĩ Danh Cư
495	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Trang Viên Quý Tộc
498	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hiệp Sĩ Danh Cư
499	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Quý Tộc Vương Phủ
500	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bãi Biển Vương Hầu
556	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Phục Ngưu Sơn Quân Doanh 1
558	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Phục Ngưu Sơn Quân Doanh 2
559	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Phục Ngưu Sơn Quân Doanh 3
561	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Vọng Long Sơn
586	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thiền Cảnh Hoa Viên
1497	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Đào Nguyên
1536	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tần Lăng 1
1537	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tần Lăng 2
1538	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tần Lăng 3
1539	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tần Lăng 4
1540	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tần Lăng 5
1542	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
1543	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
1544	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
1545	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
1546	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
1547	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
1548	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiêu Dao Cốc
1665	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (1)
1666	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (2)
1667	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (3)
1668	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (4)
1669	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (5)
1670	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (6)
1671	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (7)
1672	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (8)
1673	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (9)
1674	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (10)
1675	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (11)
1676	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (12)
1677	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (13)
1678	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (14)
1679	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (15)
1680	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (16)
1681	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (17)
1682	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (18)
1683	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (19)
1684	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (20)
1685	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (21)
1686	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (22)
1687	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (23)
1688	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (24)
1689	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (25)
1690	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (26)
1691	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (27)
1692	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mật Thất Du Long (28)
46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cấm Địa Hậu Sơn
47	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cấm Địa Thiên Nhẫn
48	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Kiến Tính Phong
49	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thiên Trụ Phong
50	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cô Tô Thủy Tạ
51	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cửu Lão Phong
52	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bách Hoa Cốc
53	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hồ Phỉ Thúy
54	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bộ Lạc Nam Di
55	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thanh Loa Đảo
56	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đông Tháp Lâm
57	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hoàng Lăng Kim Quốc 1
58	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mê Cung Băng Huyệt 1
59	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đông Long Hổ Huyễn Cảnh
60	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Ngoài Yến Tử Ổ
61	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cửu Lão Động 1
62	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Ngoài Bách Hoa Trận
63	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đông Bờ Hồ Trúc Lâm
64	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đông Rừng Nguyên Sinh
65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đông Nam Lư Vĩ Đãng
66	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tây Tháp Lâm
67	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hoàng Lăng Kim Quốc 2
68	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mê Cung Băng Huyệt 2
69	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tây Long Hổ Huyễn Cảnh
70	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Giữa Yến Tử Ổ
71	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cửu Lão Động 2
72	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Trong Bách Hoa Trận
73	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tây Bờ Hồ Trúc Lâm
74	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tây Rừng Nguyên Sinh
75	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tây Bắc Lư Vĩ Đãng
76	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Giữa Tháp Lâm
77	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hoàng Lăng Kim Quốc 3
78	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mê Cung Băng Huyệt 3
79	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Giữa Long Hổ Huyễn Cảnh
80	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Trong Yến Tử Ổ
81	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cửu Lão Động 3
82	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Giữa Bách Hoa Trận
83	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Giữa Bờ Hồ Trúc Lâm
84	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Giữa Rừng Nguyên Sinh
85	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Trung Lư Vĩ Đãng
86	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thái Hành Cổ Kính
87	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đại Tán Quan
89	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hàn Sơn Cổ Sát
90	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cán Hoa Khê
91	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Nhĩ Hải Ma Nham
92	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thái Thạch Cơ
93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Dược Vương Động
94	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cư Diên Trạch
95	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Phục Ngưu Sơn
96	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hổ Khâu Kiếm Trì
97	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hưởng Thủy Động
98	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Điểm Thương Sơn
99	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bành Lãi Cổ Trạch
100	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Phong Lăng Độ
101	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mê Cung Sa Mạc
102	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Kê Quán Động
103	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thục Cương Sơn
104	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Kiếm Các Thục Đạo
105	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hoàng Lăng Đoàn Thị
106	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cửu Nghi Khê
107	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Long Môn Thạch Quật
108	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hoàng Lăng Tây Hạ
109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hoàng Hạc Lâu
110	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tiến Cúc Động
111	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Kiếm Môn Quan
112	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thiên Long Tự
113	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bang Nguyên Bí Động
114	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Sắc Lặc Xuyên
115	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Gia Dụ Quan
116	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hoa Sơn
117	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thục Cương Bí Cảnh
118	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Phong Đô Quỷ Thành
119	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Miêu Lĩnh
120	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Vũ Di Sơn
121	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Vũ Lăng Sơn
122	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mạc Bắc Thảo Nguyên
123	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đôn Hoàng Cổ Thành
124	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Hoạt Tử Nhân Mộ
125	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đại Vũ Đài
126	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tam Hiệp Sạn Đạo
127	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Xi Vưu Động
128	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tỏa Vân Uyên
129	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Phục Lưu Động
130	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mông Cổ Vương Đình
131	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Nguyệt Nha Tuyền
133	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Lương Sơn Bạc
134	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thần Nữ Phong
135	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tàn Tích Dạ Lang
136	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cổ Lãng Dữ
137	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đào Hoa Nguyên
342	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Báo Danh Tiêu Dao Cốc 2
400	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Khoang Thuyền 1
401	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Khoang Thuyền 2
402	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Khoang Thuyền 3
403	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Phòng Bùi Dực Phi
404	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Phòng Cầu Chỉ Thủy
405	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Ngoại Mộ Anh Hùng
406	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Ưng Chuẩn Giác
407	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Mãnh Hổ Hạng
408	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đảo khỉ
409	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Trích Thủy Động
410	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Tàng Vân Hiên
411	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Biệt Viện Trường Giang
412	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Xích Luyện Xà Động
413	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Đăng Sát Khẩu
414	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cam Lộ Cốc 1
415	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cam Lộ Cốc 2
416	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Cuối Cam Lộ Cốc
417	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Cuối Cam Lộ Cốc
418	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Vấn Tâm Các
419	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Vấn Tâm Các
420	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Tụ Nghĩa Sảnh
421	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Nữ Vu Oa Bằng
422	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Phòng Ân Đồng
423	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Phòng Ân Phương
424	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Đăng Sát Khẩu Lâu
425	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Nơi ở Mộc Thị
426	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Cuối Cát Hà Lĩnh
427	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Cuối Cát Hà Lĩnh
428	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Mê Cung Thạch Tượng_1
429	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Mê Cung Thạch Tượng_2
430	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Mê Cung Thạch Tượng_3
431	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Biệt Viện Âm Sơn
432	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Biệt Viện Âm Sơn
433	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Giải Kiếm Trì
434	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Thanh Hư Chân Thất
435	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Thanh Hư Chân Thất
436	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Vân Lộc Thủy Cư
437	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Vân Lộc Thủy Cư
438	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Vân Lộc Thủy Cư
439	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Nơi ở Đào Vĩnh Xương
