ClassParamID	Desc	Probability	Name	BindMoney	Money	Coin	Genre	DetailType	ParticularType	Level	Series	EnhTimes	Amount	Exp	BaseExp	MKP	GTP	Bind	TimeLimit	Announce	FriendMsg
9	Liên đấu lễ bao		Túi phúc hoàng kim				18	1	80	1	0	0						1			
11	Bảo rương gia tộc	1200	Bạc thường 50000	50000																	
11	Bảo rương gia tộc	500	Bạc thường 100000	100000																	
11	Bảo rương gia tộc	200	Bạc thường 150000	150000																	
11	Bảo rương gia tộc	7469	Huyền tinh cấp 6				18	1	114	6	0	0									
11	Bảo rương gia tộc	600	Huyền tinh cấp 7				18	1	114	7	0	0									
11	Bảo rương gia tộc	30	Huyền tinh cấp 8				18	1	114	8	0	0									
11	Bảo rương gia tộc	1	Huyền tinh cấp 9				18	1	114	9	0	0									
12	Bảo rương niên thú	517	Huyền tinh cấp 4（khóa）				18	1	114	4	0										
12	Bảo rương niên thú	200	Huyền tinh cấp 5（khóa）				18	1	114	5	0										
12	Bảo rương niên thú	30	Huyền tinh cấp 6（khóa）				18	1	114	6	0										
12	Bảo rương niên thú	3	Huyền tinh cấp 7（khóa）				18	1	114	7	0										1
12	Bảo rương niên thú	150	10000  bạc khóa	10000																	
12	Bảo rương niên thú	60	20000  bạc khóa	20000																	
12	Bảo rương niên thú	20	50000  bạc khóa	50000																	
12	Bảo rương niên thú	5	100000  bạc khóa	100000																	
12	Bảo rương niên thú	5	Dẫn hồn vụ(khóa)				18	1	277	1	0							1			1
12	Bảo rương niên thú	10	Hồng phấn liên hoa(không khóa)				18	1	280	1	0										
13	Bảo rương Tuyết trượng	467	Huyền tinh cấp 5（khóa）				18	1	114	5	0										
13	Bảo rương Tuyết trượng	150	Huyền tinh cấp 6（khóa）				18	1	114	6	0										
13	Bảo rương Tuyết trượng	30	Huyền tinh cấp 7（khóa）				18	1	114	7	0										1
13	Bảo rương Tuyết trượng	10	Huyền tinh cấp 8（khóa）				18	1	114	8	0									1	1
13	Bảo rương Tuyết trượng	200	20000 bạc khóa	20000																	
13	Bảo rương Tuyết trượng	100	50000 bạc khóa	50000																	
13	Bảo rương Tuyết trượng	30	100000 bạc khóa	100000																	
13	Bảo rương Tuyết trượng	10	200000 bạc khóa	200000																	1
13	Bảo rương Tuyết trượng	3	500000 bạc khóa	500000																1	1
14	Hồng bao	840	499 Đồng khóa			499												1			
14	Hồng bao	119	999 Đồng khóa			999															
14	Hồng bao	30	1999 Đồng khóa			1999															1
14	Hồng bao	10	2999 Đồng khóa			2999															1
14	Hồng bao	1	4999 Đồng khóa			4999														1	1
14	Hồng bao		Hi vọng chi chủng（khóa）*1				18	1	552	1	0										
14	Hồng bao		Câu đối xuân[chưa giám định]（khóa）*1				18	1	555	1	0										
14	Hồng bao		Tranh tết[chưa giám định]（khóa）*1				18	1	557	1	0										
14	Hồng bao		30phút tiêu chuẩn cơ bản kinh nghiệm												30						
15	Túi quân hưởng	800	Thịt bò				20	1	488	1	0	0									
15	Túi quân hưởng	500	Khảo am thuần				20	1	488	2	0	0									
15	Túi quân hưởng	4800	kinh nghiệm12000											12000							
15	Túi quân hưởng	1900	tiền vàng 400		400																
15	Túi quân hưởng	2000	9 Hồn thạch khóa				18	1	205	1	0	0	9					1			
16	Đàn mộc hạp	6000	Huyền tinh cấp 6				18	1	114	6	0										
16	Đàn mộc hạp	700	Huyền tinh cấp 7				18	1	114	7	0										1
16	Đàn mộc hạp	100	Huyền tinh cấp 8				18	1	114	8	0									1	1
16	Đàn mộc hạp	3200	Bách hợp hoa				18	1	293	1	0							1			1
17	Mặc lục mộc hạp	2500	kinh nghiệm											40000000							
17	Mặc lục mộc hạp	1600	50000 bạc khóa	50000																	
17	Mặc lục mộc hạp	1200	150000 bạc khóa	150000																	
17	Mặc lục mộc hạp	1200	Ma đao thạch rương cấp 7				18	1	72	7	0								43200		
17	Mặc lục mộc hạp	1200	Hộ giáp phiến rương cấp 7				18	1	73	7	0								43200		
17	Mặc lục mộc hạp	1200	Ngũ hành thạch rương cấp 7				18	1	74	7	0								43200		
17	Mặc lục mộc hạp	900	6 Huyền (khóa kỳ hạn 1 tháng)				18	1	114	6	0							1	43200		
17	Mặc lục mộc hạp	150	7 Huyền (khóa kỳ hạn 1 tháng)				18	1	114	7	0							1	43200	1	1
17	Mặc lục mộc hạp	0	Vinh dự huy chương				18	1	920	1	0							1		0	
17	Mặc lục mộc hạp	50	8 Huyền (khóa kỳ hạn 1 tháng)				18	1	114	8	0							1	43200	1	1
18	Cổ cựu hạp tử	7190	6 Huyền (khóa kỳ hạn 1 tháng)				18	1	114	6	0								43200		
18	Cổ cựu hạp tử	2500	7 Huyền (khóa kỳ hạn 1 tháng)				18	1	114	7	0								43200		1
18	Cổ cựu hạp tử	300	8 Huyền (khóa kỳ hạn 1 tháng)				18	1	114	8	0								43200	1	1
18	Cổ cựu hạp tử	10	9 Huyền (khóa kỳ hạn 1 tháng)				18	1	114	9									43200	1	1
19	Rương bạch ngân Hải Lăng Vương Mộ	3000	Ruương Mảnh Ghép				18	1	3046	1								1			
19	Rương bạch ngân Hải Lăng Vương Mộ	2000	Rương Vật Phẩm				18	1	3019	1								1			
19	Rương bạch ngân Hải Lăng Vương Mộ	200	Kim Nguyên Bảo (Tiểu)				18	1	1194	1											
20	Rương Thanh Đồng Hải Lăng Vương Mộ	3000	Ruương Mảnh Ghép				18	1	3046	1								1			
20	Rương Thanh Đồng Hải Lăng Vương Mộ	2000	Rương Vật Phẩm				18	1	3019	1								1			
20	Rương Thanh Đồng Hải Lăng Vương Mộ	200	Kim Nguyên Bảo (Tiểu)				18	1	1194	1											
21	Rương Hắc Thiết Hải Lăng Vương Mộ	3000	Ruương Mảnh Ghép				18	1	3046	1								1			
21	Rương Hắc Thiết Hải Lăng Vương Mộ	2000	Rương Vật Phẩm				18	1	3019	1								1			
21	Rương Hắc Thiết Hải Lăng Vương Mộ	200	Kim Nguyên Bảo (Tiểu)				18	1	1194	1											
22	Rương Hoàng Kim Hải Lăng Vương Mộ	3000	Tinh Thạch Ảnh Nguyệt				18	1	1331	2											
22	Rương Hoàng Kim Hải Lăng Vương Mộ	50	Tần Lăng-Hòa Thị Bích				18	1	377	1								1			1
22	Rương Hoàng Kim Hải Lăng Vương Mộ	3000	Kim Nguyên Bảo (Tiểu)				18	1	1194	1											
23	Túi quân hưởng	800	Thịt bò				20	1	488	1											
23	Túi quân hưởng	500	Khảo am thuần				20	1	488	2											
23	Túi quân hưởng	4500	kinh nghiệm13500											13500							
23	Túi quân hưởng	1900	tiền vàng 500		500																
23	Túi quân hưởng	2000	10 Hồn thạch khóa				18	1	205	1	0	0	10					1			
24	Hoa thủy tiên phong kim rương tử	3450	Huyền tinh cấp 6（khóa）				18	1	114	6	0								43200		
24	Hoa thủy tiên phong kim rương tử	4000	Huyền tinh cấp 7（khóa）				18	1	114	7	0								43200		
24	Hoa thủy tiên phong kim rương tử	500	Huyền tinh cấp 8（khóa）				18	1	114	8	0								43200		1
24	Hoa thủy tiên phong kim rương tử	50	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200	1	1
24	Hoa thủy tiên phong kim rương tử	700	Hồ lô hương khê tống				18	1	326	4	0										
24	Hoa thủy tiên phong kim rương tử	1260	Tiên hương nhục tống				18	1	326	1	0										
24	Hoa thủy tiên phong kim rương tử	20	Bát bảo tống				18	1	326	2	0									1	1
24	Hoa thủy tiên phong kim rương tử	20	Thập cẩm bách quả tống				18	1	326	3	0									1	1
25	Hoa thủy tiên phong ngân rương tử	6280	Huyền tinh cấp 6（khóa）				18	1	114	6	0								43200		
25	Hoa thủy tiên phong ngân rương tử	1500	Huyền tinh cấp 7（khóa）				18	1	114	7	0								43200		
25	Hoa thủy tiên phong ngân rương tử	200	Huyền tinh cấp 8（khóa）				18	1	114	8	0								43200		1
25	Hoa thủy tiên phong ngân rương tử	20	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200	1	1
25	Hoa thủy tiên phong ngân rương tử	700	Hồ lô hương khê tống				18	1	326	4	0										
25	Hoa thủy tiên phong ngân rương tử	1260	Tiên hương nhục tống				18	1	326	1	0										
25	Hoa thủy tiên phong ngân rương tử	20	Bát bảo tống				18	1	326	2	0									1	1
25	Hoa thủy tiên phong ngân rương tử	20	Thập cẩm bách quả tống				18	1	326	3	0									1	1
26	Hoa thủy tiên phong đồng rương tử	4090	Huyền tinh cấp 6（khóa）				18	1	114	6	0								43200		
26	Hoa thủy tiên phong đồng rương tử	3300	Huyền tinh cấp 6（khóa）				18	1	114	6	0								43200		
26	Hoa thủy tiên phong đồng rương tử	1000	Huyền tinh cấp 7（khóa）				18	1	114	7	0								43200		
26	Hoa thủy tiên phong đồng rương tử	100	Huyền tinh cấp 8（khóa）				18	1	114	8	0								43200		1
26	Hoa thủy tiên phong đồng rương tử	10	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200	1	1
26	Hoa thủy tiên phong đồng rương tử	525	Hồ lô hương khê tống				18	1	326	4	0										
26	Hoa thủy tiên phong đồng rương tử	945	Tiên hương nhục tống				18	1	326	1	0										
26	Hoa thủy tiên phong đồng rương tử	15	Bát bảo tống				18	1	326	2	0									1	1
26	Hoa thủy tiên phong đồng rương tử	15	Thập cẩm bách quả tống				18	1	326	3	0									1	1
27	Thuyền rồng nguyên hình	3100	Thuyền rồng: phá lãng				18	1	327	1	0										
27	Thuyền rồng nguyên hình	3100	Thuyền rồng：Thuận gió				18	1	327	2	0										
27	Thuyền rồng nguyên hình	3100	Thuyền rồng：ly thủy				18	1	327	3	0										
27	Thuyền rồng nguyên hình	700	Thuyền rồng：Phách chu				18	1	327	4	0										
28	Hồng nhan đích quỹ tặng	8350	Huyền tinh cấp 8				18	1	114	8	0								43200		1
28	Hồng nhan đích quỹ tặng	1500	Huyền tinh cấp 9				18	1	114	9	0								43200	1	1
28	Hồng nhan đích quỹ tặng	150	Huyền tinh cấp 10				18	1	114	10	0								43200	1	1
29	Bảo rương may mắn	1200	Huyền tinh cấp 6				18	1	114	6	0								43200		
29	Bảo rương may mắn	100	Huyền tinh cấp 7				18	1	114	7	0								43200		1
29	Bảo rương may mắn	10	Huyền tinh cấp 8				18	1	114	8	0								43200	1	1
29	Bảo rương may mắn	1200	100000 bạc khóa	100000																	
29	Bảo rương may mắn	300	200000 bạc khóa	200000																	
29	Bảo rương may mắn	30	500000 bạc khóa	500000																	1
29	Bảo rương may mắn	10	1000000 bạc khóa	1000000																1	1
29	Bảo rương may mắn	5040	300 đồng khóa			300												1			
29	Bảo rương may mắn	1500	500 đồng khóa			500												1			
29	Bảo rương may mắn	500	1000 đồng khóa			1000												1			
29	Bảo rương may mắn	100	2000 đồng khóa			2000												1			1
29	Bảo rương may mắn	10	5000 đồng khóa			5000												1		1	1
30	Rương thịnh hạ Hoàng Kim	100	Huyền tinh cấp 10（khóa）				18	1	114	10	0								43200	1	1
30	Rương thịnh hạ Hoàng Kim	1000	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200	1	1
30	Rương thịnh hạ Hoàng Kim	7400	Huyền tinh cấp 8（khóa）				18	1	114	8	0								43200		1
30	Rương thịnh hạ Hoàng Kim	1500	Quả Thịnh Hạ				18	1	380	1	0							1	43200	1	1
31	Rương thịnh hạ Bạch Ngân	500	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200	1	1
31	Rương thịnh hạ Bạch Ngân	2500	Huyền tinh cấp 8（khóa）				18	1	114	8	0								43200		1
31	Rương thịnh hạ Bạch Ngân	7000	Huyền tinh cấp 7（khóa）				18	1	114	7	0								43200		1
32	Bảo rương huyền tinh	9600	Huyền tinh cấp 8				18	1	114	8	0								43200		1
32	Bảo rương huyền tinh	350	Huyền tinh cấp 9				18	1	114	9	0								43200	1	1
32	Bảo rương huyền tinh	50	Huyền tinh cấp 10				18	1	114	10	0								43200	1	1
33	Đại mã tam bảo rương		Lan hoa rương				18	1	390	1								1	10080		
33	Đại mã tam bảo rương		Hồ điệp rương				18	1	390	2								1	10080		
33	Đại mã tam bảo rương		Cự viên rương				18	1	390	3								1	10080		
34	Bảo rương cổ mộc		Tử đàn rương				18	1	391	1								1	10080		
34	Bảo rương cổ mộc		Hồng mộc rương				18	1	391	2								1	10080		
34	Bảo rương cổ mộc		Hương chương rương				18	1	391	3								1	10080		
35	Lan hoa rương	800	[Mặt nạ] Tĩnh ca ca				13	1	29	1											
35	Lan hoa rương	800	[Mặt nạ]Dong muội muội				13	1	30	1											
35	Lan hoa rương	2500	Tiên hương nhục tống				18	1	326	1									43200		
35	Lan hoa rương	5900	Cửu chuyển tục mệnh hoàn				18	1	24	1			3					1	43200		
36	Hồ điệp rương	3700	Tinh khí tán（500）				18	1	89	1			3					1	43200		
36	Hồ điệp rương	1300	Tinh khí tán（1000）				18	1	89	2			3					1	43200		
36	Hồ điệp rương	3700	Hoạt khí tán（500）				18	1	90	1			3					1	43200		
36	Hồ điệp rương	1300	Hoạt khí tán（1000）				18	1	90	2			3					1	43200		
37	Cự viên rương	400	Phiếu ưu đãi：3% mua 1 Huyền tinh cấp 7				18	1	394	1								1	43200		
37	Cự viên rương	80	Phiếu ưu đãi：3% mua 1 Huyền tinh cấp 9				18	1	395	1								1	43200		
37	Cự viên rương	1900	Phiếu ưu đãi：3% mua 10 Bạch câu hoàn				18	1	392	1								1	43200		
37	Cự viên rương	5900	Cường hiệu Bạch câu hoàn				18	1	71	3								1	43200		
37	Cự viên rương	1720	Giang hồ uy vọng lệnh bài				18	1	236	1								1	43200		
38	Tử đàn rương	3690	Tinh khí tán（1000）				18	1	89	2			3					1	43200		
38	Tử đàn rương	1300	Tinh khí tán（1500）				18	1	89	3			3					1	43200		
38	Tử đàn rương	3690	Hoạt khí tán（1000）				18	1	90	2			3					1	43200		
38	Tử đàn rương	1300	Hoạt khí tán（1500）				18	1	90	3			3					1	43200		
38	Tử đàn rương	20	Túi phúc hoàng kim·rương（50）				18	1	303	1								1	43200		
39	Hồng mộc rương	170	Đặc hiệu Bạch câu hoàn				18	1	71	4								1	43200		
39	Hồng mộc rương	1200	Thiên sơn ngọc lộ				19	4	1	5								1	43200		
39	Hồng mộc rương	2140	Càn khôn phù				18	1	85	1								1	43200		
39	Hồng mộc rương	4340	Huyền tinh cấp 5（khóa）				18	1	1	5								1	43200		
39	Hồng mộc rương	1130	Huyền tinh cấp 6（khóa）				18	1	1	6								1	43200		
39	Hồng mộc rương	40	Huyền tinh cấp 7（khóa）				18	1	1	7								1	43200		
39	Hồng mộc rương	880	Hồn thạch rương 100				18	1	244	1								1	43200		
39	Hồng mộc rương	100	Vạn hoa cốc địa đồ				18	1	245	1								1	43200		
40	Hương chương rương	2270	Ma đao thạch (cấp 5)				18	1	66	5			5					1	43200		
40	Hương chương rương	2410	Hộ giáp phiến (cấp 5)				18	1	67	5			5					1	43200		
40	Hương chương rương	2570	Ngũ hành thạch (cấp 5)				18	1	68	5			5					1	43200		
40	Hương chương rương	770	Ma đao thạch (cấp 8)				18	1	66	8			2					1	43200		
40	Hương chương rương	910	Hộ giáp phiến (cấp 8)				18	1	67	8			2					1	43200		
40	Hương chương rương	1060	Ngũ hành thạch(cấp 8)				18	1	68	8			2					1	43200		
40	Hương chương rương	10	Phiếu ưu đãi：3% mua 1 Huyền tinh cấp 9				18	1	395	1								1	43200		
41	Tiêu dao bảo rương ( bạc )	8400	Huyền tinh cấp 7（khóa）				18	1	114	7	0							1	43200		
41	Tiêu dao bảo rương ( bạc )	1500	Huyền tinh cấp 8（khóa）				18	1	114	8	0							1	43200		1
41	Tiêu dao bảo rương ( bạc )	100	Huyền tinh cấp 9（khóa）				18	1	114	9	0							1	43200	1	1
42	Tiêu dao bảo rương ( vàng )	8400	Huyền tinh cấp 8（khóa）				18	1	114	8	0							1	43200		1
42	Tiêu dao bảo rương ( vàng )	1500	Huyền tinh cấp 9（khóa）				18	1	114	9	0							1	43200	1	1
42	Tiêu dao bảo rương ( vàng )	100	Huyền tinh cấp 10（khóa）				18	1	114	10	0							1	43200	1	1
43	Dân tộc đại đoàn viên tạp	5600	Huyền tinh cấp 5（khóa)				18	1	114	5	0							1	43200		
43	Dân tộc đại đoàn viên tạp	1000	Huyền tinh cấp 6（khóa)				18	1	114	6	0							1	43200		
43	Dân tộc đại đoàn viên tạp	300	Huyền tinh cấp 7（khóa)				18	1	114	7	0							1	43200		1
43	Dân tộc đại đoàn viên tạp	100	Huyền tinh cấp 8（khóa)				18	1	114	8	0							1	43200	1	1
43	Dân tộc đại đoàn viên tạp	2900	Nguyệt mãn tây lâu				18	1	463	1									43200		1
43	Dân tộc đại đoàn viên tạp	50	Thải vân truy nguyệt				18	1	464	1									43200	1	1
43	Dân tộc đại đoàn viên tạp	50	Thương hải nguyệt minh				18	1	465	1									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	194	Bạch câu hoàn				18	1	71	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Đại Bạch câu hoàn				18	1	71	2									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Cường hiệu Bạch câu hoàn				18	1	71	3									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	10	Thỏi vàng (đại)				18	1	118	2									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Tiểu khối huyền tinh toái phiến (Huyền tinh cấp 1)				18	1	1	1	0								43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Tiểu khối huyền tinh tàn phiến (Huyền tinh cấp 3) 				18	1	1	3	0								43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Vị điêu trác đích huyền tinh（Huyền tinh cấp 5）				18	1	1	5	0								43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	50	Phổ thông đích huyền tinh（Huyền tinh cấp 7）				18	1	1	7	0								43200		1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	150	Thỏi vàng				18	1	118	1									43200		1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Tửu rương (5 bình )				18	1	189	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Tửu rương (50 bình )				18	1	189	2									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Vô hạn truyện tống phù (1 tuần )				18	1	195	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Vô hạn truyện tống phù (1 tháng )				18	1	235	1									43200		1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Vô hạn hồi thành phù (1 tuần )				18	1	23	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Vô hạn hồi thành phù (1 tháng )				18	1	234	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Càn khôn phù（10 lần）				18	1	85	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Gia tộc triệu hoán lệnh bài				18	1	87	1									43200		1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Bãi than hứa khả chứng				18	1	116	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Cửu chuyển tục mệnh hoàn				18	1	24	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Hình bộ lệnh bài				18	1	17	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Không bạch đích tâm đắc thư ( sơ cấp )				20	1	463	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Không bạch đích tâm đắc thư ( trung cấp )				20	1	464	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Không bạch đích tâm đắc thư ( cao cấp )				20	1	465	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	10	Kim tê (cấp 4)				18	1	2	4									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Kim tê (cấp 3)				18	1	2	3									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Tẩy tủy đảo lệnh bài				18	1	79	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Mã bài ( đại uyển mã )				1	12	15	2									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Mã bài ( ô chuy )				1	12	16	2									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Tinh khí tán ( hồi 500)				18	1	89	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Tinh khí tán ( hồi 1000)				18	1	89	2									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Tinh khí tán（hồi 1500）				18	1	89	3									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Hoạt khí tán（hồi 500）				18	1	90	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Hoạt khí tán（hồi 1000）				18	1	90	2									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Hoạt khí tán（hồi 1500）				18	1	90	3									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Thiên nhãn phù				18	1	206	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	100	Sơ cấp kỳ phúc lệnh bài				18	1	212	1									43200		1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	10	Trung cấp kỳ phúc lệnh bài				18	1	212	2									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	5	Vô hạ đích huyền tinh（Huyền tinh cấp 9）				18	1	1	9	0								43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	100	Đặc hiệu Bạch câu hoàn				18	1	71	4									43200		1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	100	Thần bí dây cương				18	1	237	1									43200		1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	50	Vũ lâm bí tịch ( trung cấp )				18	1	191	2									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	50	Tẩy tủy kinh ( trung cấp )				18	1	192	2									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Nghĩa quân lệnh bài				18	1	84	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Thi đấu môn phái cao cấp lệnh bài				18	1	81	3									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Bạch hổ đường cao cấp lệnh bài				18	1	111	3									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Gia tộc lệnh bài ( cao cấp )				18	1	110	3									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Chiến tràng lệnh bài ( dương châu )				18	1	112	1									43200		
